TXNAME,GENEID
TRINITY_DN7381_c0_g1_i2,TRINITY_DN7381_c0_g1_i2
TRINITY_DN7371_c0_g1_i1,TRINITY_DN7371_c0_g1_i1
TRINITY_DN7339_c0_g1_i2,TRINITY_DN7339_c0_g1_i2
TRINITY_DN7327_c1_g1_i2,TRINITY_DN7327_c1_g1_i2
TRINITY_DN7327_c0_g1_i3,TRINITY_DN7327_c0_g1_i3
TRINITY_DN7327_c0_g2_i2,TRINITY_DN7327_c0_g2_i2
TRINITY_DN7397_c0_g2_i1,TRINITY_DN7397_c0_g2_i1
TRINITY_DN7322_c1_g1_i1,TRINITY_DN7322_c1_g1_i1
TRINITY_DN7322_c2_g1_i2,TRINITY_DN7322_c2_g1_i2
TRINITY_DN7322_c0_g1_i4,TRINITY_DN7322_c0_g1_i4
TRINITY_DN7346_c0_g1_i1,TRINITY_DN7346_c0_g1_i1
TRINITY_DN7393_c0_g1_i3,TRINITY_DN7393_c0_g1_i3
TRINITY_DN7321_c0_g4_i1,TRINITY_DN7321_c0_g4_i1
TRINITY_DN7321_c0_g5_i1,TRINITY_DN7321_c0_g5_i1
TRINITY_DN7321_c5_g1_i1,TRINITY_DN7321_c5_g1_i1
TRINITY_DN7321_c0_g1_i2,TRINITY_DN7321_c0_g1_i2
TRINITY_DN7321_c0_g2_i1,TRINITY_DN7321_c0_g2_i1
TRINITY_DN7321_c0_g3_i3,TRINITY_DN7321_c0_g3_i3
TRINITY_DN7321_c3_g1_i1,TRINITY_DN7321_c3_g1_i1
TRINITY_DN7321_c4_g1_i1,TRINITY_DN7321_c4_g1_i1
TRINITY_DN7321_c7_g1_i1,TRINITY_DN7321_c7_g1_i1
TRINITY_DN7321_c1_g1_i5,TRINITY_DN7321_c1_g1_i5
TRINITY_DN7321_c2_g1_i1,TRINITY_DN7321_c2_g1_i1
TRINITY_DN7321_c6_g1_i1,TRINITY_DN7321_c6_g1_i1
TRINITY_DN7383_c0_g1_i1,TRINITY_DN7383_c0_g1_i1
TRINITY_DN7385_c0_g1_i1,TRINITY_DN7385_c0_g1_i1
TRINITY_DN7394_c0_g1_i1,TRINITY_DN7394_c0_g1_i1
TRINITY_DN7312_c0_g1_i1,TRINITY_DN7312_c0_g1_i1
TRINITY_DN7378_c0_g1_i2,TRINITY_DN7378_c0_g1_i2
TRINITY_DN7370_c0_g1_i2,TRINITY_DN7370_c0_g1_i2
TRINITY_DN7328_c0_g1_i4,TRINITY_DN7328_c0_g1_i4
TRINITY_DN7318_c0_g1_i1,TRINITY_DN7318_c0_g1_i1
TRINITY_DN7364_c0_g1_i2,TRINITY_DN7364_c0_g1_i2
TRINITY_DN7324_c0_g1_i1,TRINITY_DN7324_c0_g1_i1
TRINITY_DN7345_c1_g1_i1,TRINITY_DN7345_c1_g1_i1
TRINITY_DN7345_c0_g1_i3,TRINITY_DN7345_c0_g1_i3
TRINITY_DN7314_c0_g1_i1,TRINITY_DN7314_c0_g1_i1
TRINITY_DN7395_c0_g1_i1,TRINITY_DN7395_c0_g1_i1
TRINITY_DN7382_c0_g1_i1,TRINITY_DN7382_c0_g1_i1
TRINITY_DN7386_c0_g1_i4,TRINITY_DN7386_c0_g1_i4
TRINITY_DN7386_c0_g2_i1,TRINITY_DN7386_c0_g2_i1
TRINITY_DN7336_c0_g1_i1,TRINITY_DN7336_c0_g1_i1
TRINITY_DN7350_c0_g4_i1,TRINITY_DN7350_c0_g4_i1
TRINITY_DN7350_c0_g1_i7,TRINITY_DN7350_c0_g1_i7
TRINITY_DN7350_c0_g2_i1,TRINITY_DN7350_c0_g2_i1
TRINITY_DN7329_c0_g1_i3,TRINITY_DN7329_c0_g1_i3
TRINITY_DN7390_c0_g1_i1,TRINITY_DN7390_c0_g1_i1
TRINITY_DN7369_c0_g1_i4,TRINITY_DN7369_c0_g1_i4
TRINITY_DN7398_c0_g1_i2,TRINITY_DN7398_c0_g1_i2
TRINITY_DN7338_c0_g1_i3,TRINITY_DN7338_c0_g1_i3
TRINITY_DN7310_c1_g2_i3,TRINITY_DN7310_c1_g2_i3
TRINITY_DN7310_c1_g1_i1,TRINITY_DN7310_c1_g1_i1
TRINITY_DN7310_c0_g1_i4,TRINITY_DN7310_c0_g1_i4
TRINITY_DN7310_c0_g2_i1,TRINITY_DN7310_c0_g2_i1
TRINITY_DN7396_c0_g1_i6,TRINITY_DN7396_c0_g1_i6
TRINITY_DN7387_c0_g1_i1,TRINITY_DN7387_c0_g1_i1
TRINITY_DN7307_c0_g1_i2,TRINITY_DN7307_c0_g1_i2
TRINITY_DN7367_c0_g1_i7,TRINITY_DN7367_c0_g1_i7
TRINITY_DN7367_c0_g2_i1,TRINITY_DN7367_c0_g2_i1
TRINITY_DN7374_c1_g1_i1,TRINITY_DN7374_c1_g1_i1
TRINITY_DN7366_c0_g1_i12,TRINITY_DN7366_c0_g1_i12
TRINITY_DN7366_c0_g2_i1,TRINITY_DN7366_c0_g2_i1
TRINITY_DN7326_c0_g1_i2,TRINITY_DN7326_c0_g1_i2
TRINITY_DN7388_c0_g1_i1,TRINITY_DN7388_c0_g1_i1
TRINITY_DN7323_c0_g1_i4,TRINITY_DN7323_c0_g1_i4
TRINITY_DN7323_c0_g2_i1,TRINITY_DN7323_c0_g2_i1
TRINITY_DN7335_c0_g1_i1,TRINITY_DN7335_c0_g1_i1
TRINITY_DN7335_c0_g2_i1,TRINITY_DN7335_c0_g2_i1
TRINITY_DN7335_c0_g3_i1,TRINITY_DN7335_c0_g3_i1
TRINITY_DN7300_c0_g1_i2,TRINITY_DN7300_c0_g1_i2
TRINITY_DN7304_c0_g1_i1,TRINITY_DN7304_c0_g1_i1
TRINITY_DN7315_c0_g1_i1,TRINITY_DN7315_c0_g1_i1
TRINITY_DN7375_c0_g1_i2,TRINITY_DN7375_c0_g1_i2
TRINITY_DN7357_c0_g1_i1,TRINITY_DN7357_c0_g1_i1
TRINITY_DN7319_c0_g1_i2,TRINITY_DN7319_c0_g1_i2
TRINITY_DN7351_c1_g2_i1,TRINITY_DN7351_c1_g2_i1
TRINITY_DN7351_c1_g1_i1,TRINITY_DN7351_c1_g1_i1
TRINITY_DN7351_c0_g1_i14,TRINITY_DN7351_c0_g1_i14
TRINITY_DN7308_c0_g1_i2,TRINITY_DN7308_c0_g1_i2
TRINITY_DN7303_c0_g1_i3,TRINITY_DN7303_c0_g1_i3
TRINITY_DN7353_c0_g1_i2,TRINITY_DN7353_c0_g1_i2
TRINITY_DN7377_c0_g1_i4,TRINITY_DN7377_c0_g1_i4
TRINITY_DN7392_c0_g1_i1,TRINITY_DN7392_c0_g1_i1
TRINITY_DN7392_c0_g2_i1,TRINITY_DN7392_c0_g2_i1
TRINITY_DN7399_c0_g1_i1,TRINITY_DN7399_c0_g1_i1
TRINITY_DN7361_c1_g2_i2,TRINITY_DN7361_c1_g2_i2
TRINITY_DN7361_c2_g1_i1,TRINITY_DN7361_c2_g1_i1
TRINITY_DN7361_c0_g1_i4,TRINITY_DN7361_c0_g1_i4
TRINITY_DN31456_c0_g1_i1,TRINITY_DN31456_c0_g1_i1
TRINITY_DN31448_c0_g1_i1,TRINITY_DN31448_c0_g1_i1
TRINITY_DN31466_c0_g1_i1,TRINITY_DN31466_c0_g1_i1
TRINITY_DN31479_c1_g1_i1,TRINITY_DN31479_c1_g1_i1
TRINITY_DN31479_c0_g1_i1,TRINITY_DN31479_c0_g1_i1
TRINITY_DN31454_c0_g1_i1,TRINITY_DN31454_c0_g1_i1
TRINITY_DN31403_c0_g1_i1,TRINITY_DN31403_c0_g1_i1
TRINITY_DN31435_c0_g1_i1,TRINITY_DN31435_c0_g1_i1
TRINITY_DN31420_c0_g1_i1,TRINITY_DN31420_c0_g1_i1
TRINITY_DN31427_c0_g1_i1,TRINITY_DN31427_c0_g1_i1
TRINITY_DN31459_c0_g1_i1,TRINITY_DN31459_c0_g1_i1
TRINITY_DN31463_c0_g1_i1,TRINITY_DN31463_c0_g1_i1
TRINITY_DN31442_c0_g1_i1,TRINITY_DN31442_c0_g1_i1
TRINITY_DN31417_c0_g1_i2,TRINITY_DN31417_c0_g1_i2
TRINITY_DN31423_c0_g1_i1,TRINITY_DN31423_c0_g1_i1
TRINITY_DN31402_c0_g1_i1,TRINITY_DN31402_c0_g1_i1
TRINITY_DN31462_c0_g1_i1,TRINITY_DN31462_c0_g1_i1
TRINITY_DN31444_c0_g1_i4,TRINITY_DN31444_c0_g1_i4
TRINITY_DN31485_c0_g1_i1,TRINITY_DN31485_c0_g1_i1
TRINITY_DN31467_c0_g1_i1,TRINITY_DN31467_c0_g1_i1
TRINITY_DN31447_c0_g1_i1,TRINITY_DN31447_c0_g1_i1
TRINITY_DN31413_c0_g1_i2,TRINITY_DN31413_c0_g1_i2
TRINITY_DN31413_c0_g2_i1,TRINITY_DN31413_c0_g2_i1
TRINITY_DN31481_c0_g2_i1,TRINITY_DN31481_c0_g2_i1
TRINITY_DN31404_c0_g1_i1,TRINITY_DN31404_c0_g1_i1
TRINITY_DN31437_c0_g1_i1,TRINITY_DN31437_c0_g1_i1
TRINITY_DN31453_c0_g1_i1,TRINITY_DN31453_c0_g1_i1
TRINITY_DN31433_c0_g1_i2,TRINITY_DN31433_c0_g1_i2
TRINITY_DN31443_c0_g1_i4,TRINITY_DN31443_c0_g1_i4
TRINITY_DN31424_c0_g1_i1,TRINITY_DN31424_c0_g1_i1
TRINITY_DN31410_c0_g1_i1,TRINITY_DN31410_c0_g1_i1
TRINITY_DN31419_c0_g1_i1,TRINITY_DN31419_c0_g1_i1
TRINITY_DN31432_c0_g1_i1,TRINITY_DN31432_c0_g1_i1
TRINITY_DN31438_c0_g1_i1,TRINITY_DN31438_c0_g1_i1
TRINITY_DN31414_c0_g1_i1,TRINITY_DN31414_c0_g1_i1
TRINITY_DN31495_c0_g1_i1,TRINITY_DN31495_c0_g1_i1
TRINITY_DN31475_c0_g1_i1,TRINITY_DN31475_c0_g1_i1
TRINITY_DN31478_c0_g1_i1,TRINITY_DN31478_c0_g1_i1
TRINITY_DN31460_c0_g1_i1,TRINITY_DN31460_c0_g1_i1
TRINITY_DN31430_c0_g1_i1,TRINITY_DN31430_c0_g1_i1
TRINITY_DN31440_c0_g1_i1,TRINITY_DN31440_c0_g1_i1
TRINITY_DN23479_c0_g1_i1,TRINITY_DN23479_c0_g1_i1
TRINITY_DN23414_c0_g1_i1,TRINITY_DN23414_c0_g1_i1
TRINITY_DN23414_c0_g2_i1,TRINITY_DN23414_c0_g2_i1
TRINITY_DN23400_c0_g1_i1,TRINITY_DN23400_c0_g1_i1
TRINITY_DN23400_c0_g2_i1,TRINITY_DN23400_c0_g2_i1
TRINITY_DN23455_c0_g1_i3,TRINITY_DN23455_c0_g1_i3
TRINITY_DN23455_c0_g2_i1,TRINITY_DN23455_c0_g2_i1
TRINITY_DN23435_c0_g1_i1,TRINITY_DN23435_c0_g1_i1
TRINITY_DN23437_c0_g1_i1,TRINITY_DN23437_c0_g1_i1
TRINITY_DN23439_c0_g1_i1,TRINITY_DN23439_c0_g1_i1
TRINITY_DN23439_c0_g2_i1,TRINITY_DN23439_c0_g2_i1
TRINITY_DN23475_c0_g2_i1,TRINITY_DN23475_c0_g2_i1
TRINITY_DN23449_c0_g1_i1,TRINITY_DN23449_c0_g1_i1
TRINITY_DN23471_c1_g1_i1,TRINITY_DN23471_c1_g1_i1
TRINITY_DN23471_c0_g1_i4,TRINITY_DN23471_c0_g1_i4
TRINITY_DN23471_c0_g2_i3,TRINITY_DN23471_c0_g2_i3
TRINITY_DN23471_c0_g3_i1,TRINITY_DN23471_c0_g3_i1
TRINITY_DN23427_c1_g1_i1,TRINITY_DN23427_c1_g1_i1
TRINITY_DN23495_c0_g1_i2,TRINITY_DN23495_c0_g1_i2
TRINITY_DN23463_c0_g1_i2,TRINITY_DN23463_c0_g1_i2
TRINITY_DN23463_c0_g2_i1,TRINITY_DN23463_c0_g2_i1
TRINITY_DN23423_c0_g1_i1,TRINITY_DN23423_c0_g1_i1
TRINITY_DN23432_c1_g1_i1,TRINITY_DN23432_c1_g1_i1
TRINITY_DN23447_c0_g1_i2,TRINITY_DN23447_c0_g1_i2
TRINITY_DN23447_c0_g2_i1,TRINITY_DN23447_c0_g2_i1
TRINITY_DN23436_c0_g1_i1,TRINITY_DN23436_c0_g1_i1
TRINITY_DN23468_c0_g1_i1,TRINITY_DN23468_c0_g1_i1
TRINITY_DN23477_c0_g1_i1,TRINITY_DN23477_c0_g1_i1
TRINITY_DN23473_c0_g1_i1,TRINITY_DN23473_c0_g1_i1
TRINITY_DN23417_c0_g1_i1,TRINITY_DN23417_c0_g1_i1
TRINITY_DN23411_c0_g1_i1,TRINITY_DN23411_c0_g1_i1
TRINITY_DN23402_c0_g1_i1,TRINITY_DN23402_c0_g1_i1
TRINITY_DN23415_c0_g1_i1,TRINITY_DN23415_c0_g1_i1
TRINITY_DN23421_c0_g1_i1,TRINITY_DN23421_c0_g1_i1
TRINITY_DN34161_c0_g1_i1,TRINITY_DN34161_c0_g1_i1
TRINITY_DN34153_c0_g1_i1,TRINITY_DN34153_c0_g1_i1
TRINITY_DN34156_c0_g1_i1,TRINITY_DN34156_c0_g1_i1
TRINITY_DN34123_c0_g1_i1,TRINITY_DN34123_c0_g1_i1
TRINITY_DN34117_c0_g1_i1,TRINITY_DN34117_c0_g1_i1
TRINITY_DN34196_c0_g1_i1,TRINITY_DN34196_c0_g1_i1
TRINITY_DN34192_c0_g1_i1,TRINITY_DN34192_c0_g1_i1
TRINITY_DN34110_c0_g1_i1,TRINITY_DN34110_c0_g1_i1
TRINITY_DN34172_c0_g1_i1,TRINITY_DN34172_c0_g1_i1
TRINITY_DN34155_c0_g1_i1,TRINITY_DN34155_c0_g1_i1
TRINITY_DN34184_c0_g1_i1,TRINITY_DN34184_c0_g1_i1
TRINITY_DN34126_c0_g1_i1,TRINITY_DN34126_c0_g1_i1
TRINITY_DN34109_c0_g1_i1,TRINITY_DN34109_c0_g1_i1
TRINITY_DN34101_c0_g1_i1,TRINITY_DN34101_c0_g1_i1
TRINITY_DN34113_c0_g1_i1,TRINITY_DN34113_c0_g1_i1
TRINITY_DN34197_c0_g1_i1,TRINITY_DN34197_c0_g1_i1
TRINITY_DN34127_c0_g1_i1,TRINITY_DN34127_c0_g1_i1
TRINITY_DN34152_c0_g1_i1,TRINITY_DN34152_c0_g1_i1
TRINITY_DN34185_c0_g1_i1,TRINITY_DN34185_c0_g1_i1
TRINITY_DN34112_c0_g1_i1,TRINITY_DN34112_c0_g1_i1
TRINITY_DN34174_c0_g1_i1,TRINITY_DN34174_c0_g1_i1
TRINITY_DN34111_c0_g1_i1,TRINITY_DN34111_c0_g1_i1
TRINITY_DN34157_c0_g1_i1,TRINITY_DN34157_c0_g1_i1
TRINITY_DN34104_c0_g1_i1,TRINITY_DN34104_c0_g1_i1
TRINITY_DN34142_c0_g1_i1,TRINITY_DN34142_c0_g1_i1
TRINITY_DN34163_c0_g1_i1,TRINITY_DN34163_c0_g1_i1
TRINITY_DN34171_c0_g1_i1,TRINITY_DN34171_c0_g1_i1
TRINITY_DN34180_c0_g1_i1,TRINITY_DN34180_c0_g1_i1
TRINITY_DN34187_c0_g1_i1,TRINITY_DN34187_c0_g1_i1
TRINITY_DN34189_c0_g1_i1,TRINITY_DN34189_c0_g1_i1
TRINITY_DN34162_c0_g1_i1,TRINITY_DN34162_c0_g1_i1
TRINITY_DN13809_c0_g1_i1,TRINITY_DN13809_c0_g1_i1
TRINITY_DN13856_c0_g1_i1,TRINITY_DN13856_c0_g1_i1
TRINITY_DN13856_c0_g2_i1,TRINITY_DN13856_c0_g2_i1
TRINITY_DN13855_c0_g1_i1,TRINITY_DN13855_c0_g1_i1
TRINITY_DN13855_c1_g1_i3,TRINITY_DN13855_c1_g1_i3
TRINITY_DN13899_c0_g1_i6,TRINITY_DN13899_c0_g1_i6
TRINITY_DN13899_c0_g2_i4,TRINITY_DN13899_c0_g2_i4
TRINITY_DN13805_c0_g1_i1,TRINITY_DN13805_c0_g1_i1
TRINITY_DN13821_c0_g1_i1,TRINITY_DN13821_c0_g1_i1
TRINITY_DN13847_c1_g1_i1,TRINITY_DN13847_c1_g1_i1
TRINITY_DN13847_c0_g1_i2,TRINITY_DN13847_c0_g1_i2
TRINITY_DN13875_c1_g1_i2,TRINITY_DN13875_c1_g1_i2
TRINITY_DN13875_c0_g3_i1,TRINITY_DN13875_c0_g3_i1
TRINITY_DN13839_c0_g1_i1,TRINITY_DN13839_c0_g1_i1
TRINITY_DN13803_c0_g1_i3,TRINITY_DN13803_c0_g1_i3
TRINITY_DN13862_c0_g1_i1,TRINITY_DN13862_c0_g1_i1
TRINITY_DN13859_c0_g1_i1,TRINITY_DN13859_c0_g1_i1
TRINITY_DN13827_c0_g1_i1,TRINITY_DN13827_c0_g1_i1
TRINITY_DN13853_c0_g1_i1,TRINITY_DN13853_c0_g1_i1
TRINITY_DN13863_c0_g1_i1,TRINITY_DN13863_c0_g1_i1
TRINITY_DN13806_c0_g2_i1,TRINITY_DN13806_c0_g2_i1
TRINITY_DN13848_c0_g1_i1,TRINITY_DN13848_c0_g1_i1
TRINITY_DN13840_c0_g1_i1,TRINITY_DN13840_c0_g1_i1
TRINITY_DN13874_c0_g1_i1,TRINITY_DN13874_c0_g1_i1
TRINITY_DN13857_c0_g1_i1,TRINITY_DN13857_c0_g1_i1
TRINITY_DN13886_c0_g1_i1,TRINITY_DN13886_c0_g1_i1
TRINITY_DN13858_c1_g1_i1,TRINITY_DN13858_c1_g1_i1
TRINITY_DN13858_c0_g1_i1,TRINITY_DN13858_c0_g1_i1
TRINITY_DN13858_c0_g2_i1,TRINITY_DN13858_c0_g2_i1
TRINITY_DN13860_c1_g1_i1,TRINITY_DN13860_c1_g1_i1
TRINITY_DN13860_c0_g1_i2,TRINITY_DN13860_c0_g1_i2
TRINITY_DN13815_c0_g1_i1,TRINITY_DN13815_c0_g1_i1
TRINITY_DN13816_c0_g1_i1,TRINITY_DN13816_c0_g1_i1
TRINITY_DN13876_c1_g1_i1,TRINITY_DN13876_c1_g1_i1
TRINITY_DN13876_c0_g2_i1,TRINITY_DN13876_c0_g2_i1
TRINITY_DN13871_c0_g1_i1,TRINITY_DN13871_c0_g1_i1
TRINITY_DN13854_c0_g1_i1,TRINITY_DN13854_c0_g1_i1
TRINITY_DN13829_c0_g1_i1,TRINITY_DN13829_c0_g1_i1
TRINITY_DN13890_c0_g1_i3,TRINITY_DN13890_c0_g1_i3
TRINITY_DN13884_c0_g1_i1,TRINITY_DN13884_c0_g1_i1
TRINITY_DN13845_c0_g2_i1,TRINITY_DN13845_c0_g2_i1
TRINITY_DN13819_c0_g1_i1,TRINITY_DN13819_c0_g1_i1
TRINITY_DN13802_c0_g1_i1,TRINITY_DN13802_c0_g1_i1
TRINITY_DN13849_c0_g1_i1,TRINITY_DN13849_c0_g1_i1
TRINITY_DN13879_c0_g1_i1,TRINITY_DN13879_c0_g1_i1
TRINITY_DN13834_c0_g1_i1,TRINITY_DN13834_c0_g1_i1
TRINITY_DN13813_c0_g1_i1,TRINITY_DN13813_c0_g1_i1
TRINITY_DN13896_c0_g1_i2,TRINITY_DN13896_c0_g1_i2
TRINITY_DN13898_c0_g1_i2,TRINITY_DN13898_c0_g1_i2
TRINITY_DN13882_c0_g1_i1,TRINITY_DN13882_c0_g1_i1
TRINITY_DN13822_c0_g1_i1,TRINITY_DN13822_c0_g1_i1
TRINITY_DN13861_c0_g1_i3,TRINITY_DN13861_c0_g1_i3
TRINITY_DN13885_c0_g1_i2,TRINITY_DN13885_c0_g1_i2
TRINITY_DN13830_c0_g1_i1,TRINITY_DN13830_c0_g1_i1
TRINITY_DN13830_c0_g2_i1,TRINITY_DN13830_c0_g2_i1
TRINITY_DN13823_c0_g1_i1,TRINITY_DN13823_c0_g1_i1
TRINITY_DN13864_c1_g1_i1,TRINITY_DN13864_c1_g1_i1
TRINITY_DN13864_c0_g2_i1,TRINITY_DN13864_c0_g2_i1
TRINITY_DN13864_c0_g3_i1,TRINITY_DN13864_c0_g3_i1
TRINITY_DN13895_c0_g1_i1,TRINITY_DN13895_c0_g1_i1
TRINITY_DN13842_c3_g1_i1,TRINITY_DN13842_c3_g1_i1
TRINITY_DN13842_c1_g2_i1,TRINITY_DN13842_c1_g2_i1
TRINITY_DN13842_c1_g1_i1,TRINITY_DN13842_c1_g1_i1
TRINITY_DN13842_c0_g2_i4,TRINITY_DN13842_c0_g2_i4
TRINITY_DN13841_c0_g1_i2,TRINITY_DN13841_c0_g1_i2
TRINITY_DN13841_c0_g2_i1,TRINITY_DN13841_c0_g2_i1
TRINITY_DN13894_c0_g1_i2,TRINITY_DN13894_c0_g1_i2
TRINITY_DN13852_c0_g1_i2,TRINITY_DN13852_c0_g1_i2
TRINITY_DN13852_c0_g2_i1,TRINITY_DN13852_c0_g2_i1
TRINITY_DN13826_c0_g1_i4,TRINITY_DN13826_c0_g1_i4
TRINITY_DN13897_c0_g3_i1,TRINITY_DN13897_c0_g3_i1
TRINITY_DN13880_c0_g1_i1,TRINITY_DN13880_c0_g1_i1
TRINITY_DN13880_c0_g2_i1,TRINITY_DN13880_c0_g2_i1
TRINITY_DN13843_c0_g1_i1,TRINITY_DN13843_c0_g1_i1
TRINITY_DN13843_c0_g2_i1,TRINITY_DN13843_c0_g2_i1
TRINITY_DN13843_c0_g3_i1,TRINITY_DN13843_c0_g3_i1
TRINITY_DN13832_c0_g1_i1,TRINITY_DN13832_c0_g1_i1
TRINITY_DN13865_c0_g1_i1,TRINITY_DN13865_c0_g1_i1
TRINITY_DN13881_c0_g1_i1,TRINITY_DN13881_c0_g1_i1
TRINITY_DN13881_c0_g2_i1,TRINITY_DN13881_c0_g2_i1
TRINITY_DN13892_c0_g2_i1,TRINITY_DN13892_c0_g2_i1
TRINITY_DN28069_c0_g1_i1,TRINITY_DN28069_c0_g1_i1
TRINITY_DN28009_c0_g1_i1,TRINITY_DN28009_c0_g1_i1
TRINITY_DN28097_c0_g1_i1,TRINITY_DN28097_c0_g1_i1
TRINITY_DN28097_c0_g2_i1,TRINITY_DN28097_c0_g2_i1
TRINITY_DN28043_c0_g1_i1,TRINITY_DN28043_c0_g1_i1
TRINITY_DN28033_c0_g1_i1,TRINITY_DN28033_c0_g1_i1
TRINITY_DN28087_c0_g1_i1,TRINITY_DN28087_c0_g1_i1
TRINITY_DN28089_c0_g1_i1,TRINITY_DN28089_c0_g1_i1
TRINITY_DN28050_c0_g2_i1,TRINITY_DN28050_c0_g2_i1
TRINITY_DN28056_c0_g1_i1,TRINITY_DN28056_c0_g1_i1
TRINITY_DN28049_c0_g1_i1,TRINITY_DN28049_c0_g1_i1
TRINITY_DN28022_c0_g1_i1,TRINITY_DN28022_c0_g1_i1
TRINITY_DN28078_c0_g1_i1,TRINITY_DN28078_c0_g1_i1
TRINITY_DN28020_c0_g1_i2,TRINITY_DN28020_c0_g1_i2
TRINITY_DN28082_c0_g1_i2,TRINITY_DN28082_c0_g1_i2
TRINITY_DN28064_c0_g1_i1,TRINITY_DN28064_c0_g1_i1
TRINITY_DN28038_c0_g1_i1,TRINITY_DN28038_c0_g1_i1
TRINITY_DN28024_c0_g1_i1,TRINITY_DN28024_c0_g1_i1
TRINITY_DN28045_c0_g1_i1,TRINITY_DN28045_c0_g1_i1
TRINITY_DN28061_c0_g1_i1,TRINITY_DN28061_c0_g1_i1
TRINITY_DN28012_c0_g1_i1,TRINITY_DN28012_c0_g1_i1
TRINITY_DN28071_c0_g1_i1,TRINITY_DN28071_c0_g1_i1
TRINITY_DN28048_c0_g1_i1,TRINITY_DN28048_c0_g1_i1
TRINITY_DN28093_c0_g1_i1,TRINITY_DN28093_c0_g1_i1
TRINITY_DN28019_c0_g1_i1,TRINITY_DN28019_c0_g1_i1
TRINITY_DN13998_c1_g1_i1,TRINITY_DN13998_c1_g1_i1
TRINITY_DN13945_c0_g1_i2,TRINITY_DN13945_c0_g1_i2
TRINITY_DN13971_c1_g1_i1,TRINITY_DN13971_c1_g1_i1
TRINITY_DN13971_c0_g1_i3,TRINITY_DN13971_c0_g1_i3
TRINITY_DN13971_c0_g2_i1,TRINITY_DN13971_c0_g2_i1
TRINITY_DN13976_c0_g1_i1,TRINITY_DN13976_c0_g1_i1
TRINITY_DN13942_c0_g1_i1,TRINITY_DN13942_c0_g1_i1
TRINITY_DN13993_c0_g2_i1,TRINITY_DN13993_c0_g2_i1
TRINITY_DN13910_c0_g1_i1,TRINITY_DN13910_c0_g1_i1
TRINITY_DN13996_c1_g1_i1,TRINITY_DN13996_c1_g1_i1
TRINITY_DN13996_c0_g1_i1,TRINITY_DN13996_c0_g1_i1
TRINITY_DN13969_c1_g2_i2,TRINITY_DN13969_c1_g2_i2
TRINITY_DN13969_c0_g1_i1,TRINITY_DN13969_c0_g1_i1
TRINITY_DN13969_c0_g2_i1,TRINITY_DN13969_c0_g2_i1
TRINITY_DN13969_c0_g3_i1,TRINITY_DN13969_c0_g3_i1
TRINITY_DN13907_c0_g1_i1,TRINITY_DN13907_c0_g1_i1
TRINITY_DN13934_c0_g1_i1,TRINITY_DN13934_c0_g1_i1
TRINITY_DN13931_c0_g1_i1,TRINITY_DN13931_c0_g1_i1
TRINITY_DN13916_c0_g1_i2,TRINITY_DN13916_c0_g1_i2
TRINITY_DN13928_c0_g1_i1,TRINITY_DN13928_c0_g1_i1
TRINITY_DN13997_c0_g1_i1,TRINITY_DN13997_c0_g1_i1
TRINITY_DN13985_c0_g1_i1,TRINITY_DN13985_c0_g1_i1
TRINITY_DN13936_c0_g1_i1,TRINITY_DN13936_c0_g1_i1
TRINITY_DN13914_c0_g1_i2,TRINITY_DN13914_c0_g1_i2
TRINITY_DN13989_c0_g1_i1,TRINITY_DN13989_c0_g1_i1
TRINITY_DN13989_c0_g2_i1,TRINITY_DN13989_c0_g2_i1
TRINITY_DN13948_c0_g1_i1,TRINITY_DN13948_c0_g1_i1
TRINITY_DN13968_c0_g1_i3,TRINITY_DN13968_c0_g1_i3
TRINITY_DN13917_c0_g1_i1,TRINITY_DN13917_c0_g1_i1
TRINITY_DN13917_c0_g2_i1,TRINITY_DN13917_c0_g2_i1
TRINITY_DN13984_c0_g2_i1,TRINITY_DN13984_c0_g2_i1
TRINITY_DN13927_c0_g1_i5,TRINITY_DN13927_c0_g1_i5
TRINITY_DN13957_c0_g1_i1,TRINITY_DN13957_c0_g1_i1
TRINITY_DN13956_c0_g1_i1,TRINITY_DN13956_c0_g1_i1
TRINITY_DN13991_c1_g1_i2,TRINITY_DN13991_c1_g1_i2
TRINITY_DN13991_c0_g1_i1,TRINITY_DN13991_c0_g1_i1
TRINITY_DN13901_c1_g1_i1,TRINITY_DN13901_c1_g1_i1
TRINITY_DN13912_c0_g1_i6,TRINITY_DN13912_c0_g1_i6
TRINITY_DN13981_c0_g1_i1,TRINITY_DN13981_c0_g1_i1
TRINITY_DN13959_c0_g1_i1,TRINITY_DN13959_c0_g1_i1
TRINITY_DN13959_c3_g1_i1,TRINITY_DN13959_c3_g1_i1
TRINITY_DN13959_c1_g2_i1,TRINITY_DN13959_c1_g2_i1
TRINITY_DN13959_c1_g1_i2,TRINITY_DN13959_c1_g1_i2
TRINITY_DN13959_c2_g1_i2,TRINITY_DN13959_c2_g1_i2
TRINITY_DN13960_c0_g1_i1,TRINITY_DN13960_c0_g1_i1
TRINITY_DN13947_c0_g1_i1,TRINITY_DN13947_c0_g1_i1
TRINITY_DN13921_c0_g1_i5,TRINITY_DN13921_c0_g1_i5
TRINITY_DN13921_c0_g2_i2,TRINITY_DN13921_c0_g2_i2
TRINITY_DN13921_c0_g3_i1,TRINITY_DN13921_c0_g3_i1
