TXNAME,GENEID
TRINITY_DN17310_c0_g1_i2,TRINITY_DN17310_c0_g1_i2
TRINITY_DN17374_c0_g1_i1,TRINITY_DN17374_c0_g1_i1
TRINITY_DN17390_c0_g1_i1,TRINITY_DN17390_c0_g1_i1
TRINITY_DN17399_c0_g1_i3,TRINITY_DN17399_c0_g1_i3
TRINITY_DN17340_c0_g1_i1,TRINITY_DN17340_c0_g1_i1
TRINITY_DN17340_c0_g2_i1,TRINITY_DN17340_c0_g2_i1
TRINITY_DN17340_c0_g3_i1,TRINITY_DN17340_c0_g3_i1
TRINITY_DN17348_c1_g2_i1,TRINITY_DN17348_c1_g2_i1
TRINITY_DN17348_c1_g1_i3,TRINITY_DN17348_c1_g1_i3
TRINITY_DN17306_c0_g1_i1,TRINITY_DN17306_c0_g1_i1
TRINITY_DN17328_c0_g1_i1,TRINITY_DN17328_c0_g1_i1
TRINITY_DN17355_c0_g1_i2,TRINITY_DN17355_c0_g1_i2
TRINITY_DN17376_c0_g1_i1,TRINITY_DN17376_c0_g1_i1
TRINITY_DN17370_c1_g1_i1,TRINITY_DN17370_c1_g1_i1
TRINITY_DN17389_c0_g1_i1,TRINITY_DN17389_c0_g1_i1
TRINITY_DN17371_c3_g1_i1,TRINITY_DN17371_c3_g1_i1
TRINITY_DN17371_c1_g1_i3,TRINITY_DN17371_c1_g1_i3
TRINITY_DN17371_c2_g1_i2,TRINITY_DN17371_c2_g1_i2
TRINITY_DN17371_c0_g1_i1,TRINITY_DN17371_c0_g1_i1
TRINITY_DN17344_c0_g1_i1,TRINITY_DN17344_c0_g1_i1
TRINITY_DN17396_c0_g1_i1,TRINITY_DN17396_c0_g1_i1
TRINITY_DN17395_c0_g1_i1,TRINITY_DN17395_c0_g1_i1
TRINITY_DN17303_c0_g1_i1,TRINITY_DN17303_c0_g1_i1
TRINITY_DN17315_c0_g2_i1,TRINITY_DN17315_c0_g2_i1
TRINITY_DN17387_c0_g1_i2,TRINITY_DN17387_c0_g1_i2
TRINITY_DN17347_c0_g1_i1,TRINITY_DN17347_c0_g1_i1
TRINITY_DN17363_c0_g1_i1,TRINITY_DN17363_c0_g1_i1
TRINITY_DN17380_c0_g1_i4,TRINITY_DN17380_c0_g1_i4
TRINITY_DN17356_c0_g3_i1,TRINITY_DN17356_c0_g3_i1
TRINITY_DN17313_c0_g1_i1,TRINITY_DN17313_c0_g1_i1
TRINITY_DN17324_c0_g2_i2,TRINITY_DN17324_c0_g2_i2
TRINITY_DN17324_c0_g3_i1,TRINITY_DN17324_c0_g3_i1
TRINITY_DN17307_c0_g1_i1,TRINITY_DN17307_c0_g1_i1
TRINITY_DN17339_c0_g1_i1,TRINITY_DN17339_c0_g1_i1
TRINITY_DN17339_c0_g2_i1,TRINITY_DN17339_c0_g2_i1
TRINITY_DN17316_c0_g1_i1,TRINITY_DN17316_c0_g1_i1
TRINITY_DN17388_c0_g1_i8,TRINITY_DN17388_c0_g1_i8
TRINITY_DN17388_c0_g2_i1,TRINITY_DN17388_c0_g2_i1
TRINITY_DN17388_c0_g3_i1,TRINITY_DN17388_c0_g3_i1
TRINITY_DN17321_c0_g5_i1,TRINITY_DN17321_c0_g5_i1
TRINITY_DN17321_c0_g2_i1,TRINITY_DN17321_c0_g2_i1
TRINITY_DN17321_c0_g3_i2,TRINITY_DN17321_c0_g3_i2
TRINITY_DN17365_c0_g1_i1,TRINITY_DN17365_c0_g1_i1
TRINITY_DN9874_c0_g1_i1,TRINITY_DN9874_c0_g1_i1
TRINITY_DN9850_c1_g2_i1,TRINITY_DN9850_c1_g2_i1
TRINITY_DN9850_c1_g1_i1,TRINITY_DN9850_c1_g1_i1
TRINITY_DN9850_c2_g1_i1,TRINITY_DN9850_c2_g1_i1
TRINITY_DN9890_c0_g1_i3,TRINITY_DN9890_c0_g1_i3
TRINITY_DN9800_c0_g1_i1,TRINITY_DN9800_c0_g1_i1
TRINITY_DN9827_c0_g1_i1,TRINITY_DN9827_c0_g1_i1
TRINITY_DN9827_c0_g2_i1,TRINITY_DN9827_c0_g2_i1
TRINITY_DN9827_c3_g1_i3,TRINITY_DN9827_c3_g1_i3
TRINITY_DN9827_c1_g1_i2,TRINITY_DN9827_c1_g1_i2
TRINITY_DN9827_c2_g1_i2,TRINITY_DN9827_c2_g1_i2
TRINITY_DN9808_c0_g1_i2,TRINITY_DN9808_c0_g1_i2
TRINITY_DN9869_c0_g1_i1,TRINITY_DN9869_c0_g1_i1
TRINITY_DN9880_c0_g1_i4,TRINITY_DN9880_c0_g1_i4
TRINITY_DN9880_c0_g3_i2,TRINITY_DN9880_c0_g3_i2
TRINITY_DN9824_c1_g1_i1,TRINITY_DN9824_c1_g1_i1
TRINITY_DN9824_c0_g1_i1,TRINITY_DN9824_c0_g1_i1
TRINITY_DN9895_c0_g2_i1,TRINITY_DN9895_c0_g2_i1
TRINITY_DN9802_c0_g4_i1,TRINITY_DN9802_c0_g4_i1
TRINITY_DN9802_c0_g1_i1,TRINITY_DN9802_c0_g1_i1
TRINITY_DN9832_c0_g1_i1,TRINITY_DN9832_c0_g1_i1
TRINITY_DN9878_c0_g1_i1,TRINITY_DN9878_c0_g1_i1
TRINITY_DN9878_c0_g2_i5,TRINITY_DN9878_c0_g2_i5
TRINITY_DN9805_c0_g1_i4,TRINITY_DN9805_c0_g1_i4
TRINITY_DN9835_c0_g1_i2,TRINITY_DN9835_c0_g1_i2
TRINITY_DN9856_c0_g1_i1,TRINITY_DN9856_c0_g1_i1
TRINITY_DN9813_c0_g4_i1,TRINITY_DN9813_c0_g4_i1
TRINITY_DN9813_c0_g2_i1,TRINITY_DN9813_c0_g2_i1
TRINITY_DN9873_c0_g1_i1,TRINITY_DN9873_c0_g1_i1
TRINITY_DN9876_c1_g2_i1,TRINITY_DN9876_c1_g2_i1
TRINITY_DN9876_c1_g1_i1,TRINITY_DN9876_c1_g1_i1
TRINITY_DN9876_c2_g1_i1,TRINITY_DN9876_c2_g1_i1
TRINITY_DN9876_c0_g1_i5,TRINITY_DN9876_c0_g1_i5
TRINITY_DN9844_c0_g1_i4,TRINITY_DN9844_c0_g1_i4
TRINITY_DN9884_c0_g1_i4,TRINITY_DN9884_c0_g1_i4
TRINITY_DN9825_c0_g1_i1,TRINITY_DN9825_c0_g1_i1
TRINITY_DN9855_c5_g1_i1,TRINITY_DN9855_c5_g1_i1
TRINITY_DN9855_c3_g1_i1,TRINITY_DN9855_c3_g1_i1
TRINITY_DN9855_c1_g1_i1,TRINITY_DN9855_c1_g1_i1
TRINITY_DN9855_c2_g1_i12,TRINITY_DN9855_c2_g1_i12
TRINITY_DN9892_c0_g1_i1,TRINITY_DN9892_c0_g1_i1
TRINITY_DN9830_c0_g1_i1,TRINITY_DN9830_c0_g1_i1
TRINITY_DN9846_c0_g1_i4,TRINITY_DN9846_c0_g1_i4
TRINITY_DN9845_c0_g1_i2,TRINITY_DN9845_c0_g1_i2
TRINITY_DN9801_c0_g1_i1,TRINITY_DN9801_c0_g1_i1
TRINITY_DN9864_c0_g1_i1,TRINITY_DN9864_c0_g1_i1
TRINITY_DN9883_c0_g2_i1,TRINITY_DN9883_c0_g2_i1
TRINITY_DN9883_c3_g1_i5,TRINITY_DN9883_c3_g1_i5
TRINITY_DN9883_c4_g1_i1,TRINITY_DN9883_c4_g1_i1
TRINITY_DN9883_c2_g2_i2,TRINITY_DN9883_c2_g2_i2
TRINITY_DN9883_c1_g1_i2,TRINITY_DN9883_c1_g1_i2
TRINITY_DN9883_c2_g1_i4,TRINITY_DN9883_c2_g1_i4
TRINITY_DN9843_c1_g2_i1,TRINITY_DN9843_c1_g2_i1
TRINITY_DN9843_c1_g1_i2,TRINITY_DN9843_c1_g1_i2
TRINITY_DN9843_c2_g1_i2,TRINITY_DN9843_c2_g1_i2
TRINITY_DN9843_c0_g1_i3,TRINITY_DN9843_c0_g1_i3
TRINITY_DN9843_c0_g2_i1,TRINITY_DN9843_c0_g2_i1
TRINITY_DN9896_c0_g1_i1,TRINITY_DN9896_c0_g1_i1
TRINITY_DN9865_c0_g2_i1,TRINITY_DN9865_c0_g2_i1
TRINITY_DN9858_c0_g1_i1,TRINITY_DN9858_c0_g1_i1
TRINITY_DN9814_c0_g1_i1,TRINITY_DN9814_c0_g1_i1
TRINITY_DN9882_c0_g4_i1,TRINITY_DN9882_c0_g4_i1
TRINITY_DN9894_c0_g1_i1,TRINITY_DN9894_c0_g1_i1
TRINITY_DN9859_c0_g1_i1,TRINITY_DN9859_c0_g1_i1
TRINITY_DN9866_c0_g1_i1,TRINITY_DN9866_c0_g1_i1
TRINITY_DN9849_c1_g1_i1,TRINITY_DN9849_c1_g1_i1
TRINITY_DN9849_c0_g1_i4,TRINITY_DN9849_c0_g1_i4
TRINITY_DN9853_c0_g1_i1,TRINITY_DN9853_c0_g1_i1
TRINITY_DN9891_c0_g1_i1,TRINITY_DN9891_c0_g1_i1
TRINITY_DN9891_c0_g2_i1,TRINITY_DN9891_c0_g2_i1
TRINITY_DN9839_c0_g1_i1,TRINITY_DN9839_c0_g1_i1
TRINITY_DN9872_c0_g1_i1,TRINITY_DN9872_c0_g1_i1
TRINITY_DN9897_c0_g1_i2,TRINITY_DN9897_c0_g1_i2
TRINITY_DN9847_c0_g2_i1,TRINITY_DN9847_c0_g2_i1
TRINITY_DN9815_c0_g1_i3,TRINITY_DN9815_c0_g1_i3
TRINITY_DN9811_c0_g1_i2,TRINITY_DN9811_c0_g1_i2
TRINITY_DN9851_c0_g2_i5,TRINITY_DN9851_c0_g2_i5
TRINITY_DN9826_c0_g1_i3,TRINITY_DN9826_c0_g1_i3
TRINITY_DN9886_c0_g1_i1,TRINITY_DN9886_c0_g1_i1
TRINITY_DN9862_c0_g2_i1,TRINITY_DN9862_c0_g2_i1
TRINITY_DN9862_c1_g3_i4,TRINITY_DN9862_c1_g3_i4
TRINITY_DN9862_c1_g2_i1,TRINITY_DN9862_c1_g2_i1
TRINITY_DN9862_c1_g1_i2,TRINITY_DN9862_c1_g1_i2
TRINITY_DN9819_c1_g1_i1,TRINITY_DN9819_c1_g1_i1
TRINITY_DN9819_c0_g1_i1,TRINITY_DN9819_c0_g1_i1
TRINITY_DN9852_c1_g1_i1,TRINITY_DN9852_c1_g1_i1
TRINITY_DN9852_c0_g1_i4,TRINITY_DN9852_c0_g1_i4
TRINITY_DN9870_c0_g1_i1,TRINITY_DN9870_c0_g1_i1
TRINITY_DN9822_c0_g2_i1,TRINITY_DN9822_c0_g2_i1
TRINITY_DN9877_c1_g1_i1,TRINITY_DN9877_c1_g1_i1
TRINITY_DN9877_c0_g1_i2,TRINITY_DN9877_c0_g1_i2
TRINITY_DN9893_c0_g1_i3,TRINITY_DN9893_c0_g1_i3
TRINITY_DN9861_c0_g1_i1,TRINITY_DN9861_c0_g1_i1
TRINITY_DN9818_c0_g1_i4,TRINITY_DN9818_c0_g1_i4
TRINITY_DN9888_c0_g1_i1,TRINITY_DN9888_c0_g1_i1
TRINITY_DN9806_c0_g1_i1,TRINITY_DN9806_c0_g1_i1
TRINITY_DN9867_c1_g1_i1,TRINITY_DN9867_c1_g1_i1
TRINITY_DN9821_c0_g1_i3,TRINITY_DN9821_c0_g1_i3
TRINITY_DN9857_c0_g1_i1,TRINITY_DN9857_c0_g1_i1
TRINITY_DN9857_c0_g2_i3,TRINITY_DN9857_c0_g2_i3
TRINITY_DN9834_c0_g1_i1,TRINITY_DN9834_c0_g1_i1
TRINITY_DN9810_c0_g1_i3,TRINITY_DN9810_c0_g1_i3
TRINITY_DN9889_c0_g1_i4,TRINITY_DN9889_c0_g1_i4
TRINITY_DN9881_c0_g1_i1,TRINITY_DN9881_c0_g1_i1
TRINITY_DN29836_c0_g1_i1,TRINITY_DN29836_c0_g1_i1
TRINITY_DN29848_c0_g1_i1,TRINITY_DN29848_c0_g1_i1
TRINITY_DN29846_c0_g1_i1,TRINITY_DN29846_c0_g1_i1
TRINITY_DN29807_c0_g1_i1,TRINITY_DN29807_c0_g1_i1
TRINITY_DN29859_c0_g1_i1,TRINITY_DN29859_c0_g1_i1
TRINITY_DN29884_c0_g1_i1,TRINITY_DN29884_c0_g1_i1
TRINITY_DN29816_c0_g1_i1,TRINITY_DN29816_c0_g1_i1
TRINITY_DN29856_c0_g2_i2,TRINITY_DN29856_c0_g2_i2
TRINITY_DN29805_c0_g1_i4,TRINITY_DN29805_c0_g1_i4
TRINITY_DN29885_c0_g1_i1,TRINITY_DN29885_c0_g1_i1
TRINITY_DN29875_c0_g1_i1,TRINITY_DN29875_c0_g1_i1
TRINITY_DN29828_c0_g1_i1,TRINITY_DN29828_c0_g1_i1
TRINITY_DN29895_c0_g1_i1,TRINITY_DN29895_c0_g1_i1
TRINITY_DN29881_c0_g1_i1,TRINITY_DN29881_c0_g1_i1
TRINITY_DN29879_c0_g1_i1,TRINITY_DN29879_c0_g1_i1
TRINITY_DN29889_c0_g1_i1,TRINITY_DN29889_c0_g1_i1
TRINITY_DN29823_c0_g1_i1,TRINITY_DN29823_c0_g1_i1
TRINITY_DN29855_c0_g1_i1,TRINITY_DN29855_c0_g1_i1
TRINITY_DN29844_c0_g1_i1,TRINITY_DN29844_c0_g1_i1
TRINITY_DN29876_c0_g1_i1,TRINITY_DN29876_c0_g1_i1
TRINITY_DN29876_c0_g2_i3,TRINITY_DN29876_c0_g2_i3
TRINITY_DN29854_c0_g1_i1,TRINITY_DN29854_c0_g1_i1
TRINITY_DN29841_c0_g1_i1,TRINITY_DN29841_c0_g1_i1
TRINITY_DN29858_c0_g1_i1,TRINITY_DN29858_c0_g1_i1
TRINITY_DN29858_c0_g2_i1,TRINITY_DN29858_c0_g2_i1
TRINITY_DN29863_c0_g1_i1,TRINITY_DN29863_c0_g1_i1
TRINITY_DN29868_c0_g1_i1,TRINITY_DN29868_c0_g1_i1
TRINITY_DN29834_c0_g1_i1,TRINITY_DN29834_c0_g1_i1
TRINITY_DN29865_c0_g1_i1,TRINITY_DN29865_c0_g1_i1
TRINITY_DN29861_c0_g1_i1,TRINITY_DN29861_c0_g1_i1
TRINITY_DN29804_c0_g1_i1,TRINITY_DN29804_c0_g1_i1
TRINITY_DN29847_c0_g1_i1,TRINITY_DN29847_c0_g1_i1
TRINITY_DN29897_c0_g1_i1,TRINITY_DN29897_c0_g1_i1
TRINITY_DN29882_c0_g1_i2,TRINITY_DN29882_c0_g1_i2
TRINITY_DN29811_c0_g1_i1,TRINITY_DN29811_c0_g1_i1
TRINITY_DN29870_c0_g1_i1,TRINITY_DN29870_c0_g1_i1
TRINITY_DN29810_c0_g1_i2,TRINITY_DN29810_c0_g1_i2
TRINITY_DN29815_c0_g1_i2,TRINITY_DN29815_c0_g1_i2
TRINITY_DN29812_c0_g1_i1,TRINITY_DN29812_c0_g1_i1
TRINITY_DN29800_c0_g1_i1,TRINITY_DN29800_c0_g1_i1
TRINITY_DN29845_c0_g2_i1,TRINITY_DN29845_c0_g2_i1
TRINITY_DN29878_c0_g1_i1,TRINITY_DN29878_c0_g1_i1
TRINITY_DN29886_c0_g1_i1,TRINITY_DN29886_c0_g1_i1
TRINITY_DN29835_c0_g1_i1,TRINITY_DN29835_c0_g1_i1
TRINITY_DN29896_c0_g1_i1,TRINITY_DN29896_c0_g1_i1
TRINITY_DN29860_c1_g1_i1,TRINITY_DN29860_c1_g1_i1
TRINITY_DN29860_c0_g1_i5,TRINITY_DN29860_c0_g1_i5
TRINITY_DN29860_c0_g2_i1,TRINITY_DN29860_c0_g2_i1
TRINITY_DN38587_c0_g1_i1,TRINITY_DN38587_c0_g1_i1
TRINITY_DN38559_c0_g1_i1,TRINITY_DN38559_c0_g1_i1
TRINITY_DN38536_c0_g1_i1,TRINITY_DN38536_c0_g1_i1
TRINITY_DN38542_c0_g1_i1,TRINITY_DN38542_c0_g1_i1
TRINITY_DN38507_c0_g1_i1,TRINITY_DN38507_c0_g1_i1
TRINITY_DN38517_c0_g1_i1,TRINITY_DN38517_c0_g1_i1
TRINITY_DN38563_c0_g1_i1,TRINITY_DN38563_c0_g1_i1
TRINITY_DN38539_c0_g1_i1,TRINITY_DN38539_c0_g1_i1
TRINITY_DN38538_c0_g1_i1,TRINITY_DN38538_c0_g1_i1
TRINITY_DN38597_c0_g1_i1,TRINITY_DN38597_c0_g1_i1
TRINITY_DN38554_c0_g1_i1,TRINITY_DN38554_c0_g1_i1
TRINITY_DN38530_c0_g1_i1,TRINITY_DN38530_c0_g1_i1
TRINITY_DN38556_c0_g1_i1,TRINITY_DN38556_c0_g1_i1
TRINITY_DN38502_c0_g1_i1,TRINITY_DN38502_c0_g1_i1
TRINITY_DN38516_c0_g1_i1,TRINITY_DN38516_c0_g1_i1
TRINITY_DN38590_c0_g1_i1,TRINITY_DN38590_c0_g1_i1
TRINITY_DN38521_c0_g1_i1,TRINITY_DN38521_c0_g1_i1
TRINITY_DN38532_c0_g1_i1,TRINITY_DN38532_c0_g1_i1
TRINITY_DN38581_c0_g1_i1,TRINITY_DN38581_c0_g1_i1
TRINITY_DN38562_c0_g1_i1,TRINITY_DN38562_c0_g1_i1
TRINITY_DN38548_c0_g1_i1,TRINITY_DN38548_c0_g1_i1
TRINITY_DN38505_c0_g1_i1,TRINITY_DN38505_c0_g1_i1
TRINITY_DN38570_c0_g1_i1,TRINITY_DN38570_c0_g1_i1
TRINITY_DN38524_c0_g1_i1,TRINITY_DN38524_c0_g1_i1
TRINITY_DN38575_c0_g1_i1,TRINITY_DN38575_c0_g1_i1
TRINITY_DN38535_c0_g1_i1,TRINITY_DN38535_c0_g1_i1
TRINITY_DN38564_c0_g1_i1,TRINITY_DN38564_c0_g1_i1
TRINITY_DN38589_c0_g1_i1,TRINITY_DN38589_c0_g1_i1
TRINITY_DN38568_c0_g1_i1,TRINITY_DN38568_c0_g1_i1
TRINITY_DN38519_c0_g1_i1,TRINITY_DN38519_c0_g1_i1
TRINITY_DN7083_c0_g1_i1,TRINITY_DN7083_c0_g1_i1
TRINITY_DN7066_c0_g1_i7,TRINITY_DN7066_c0_g1_i7
TRINITY_DN7023_c0_g1_i1,TRINITY_DN7023_c0_g1_i1
TRINITY_DN7019_c0_g1_i2,TRINITY_DN7019_c0_g1_i2
TRINITY_DN7021_c0_g1_i2,TRINITY_DN7021_c0_g1_i2
TRINITY_DN7041_c0_g1_i1,TRINITY_DN7041_c0_g1_i1
TRINITY_DN7062_c0_g1_i3,TRINITY_DN7062_c0_g1_i3
TRINITY_DN7062_c0_g2_i1,TRINITY_DN7062_c0_g2_i1
TRINITY_DN7074_c1_g1_i1,TRINITY_DN7074_c1_g1_i1
TRINITY_DN7074_c0_g1_i1,TRINITY_DN7074_c0_g1_i1
TRINITY_DN7098_c1_g3_i1,TRINITY_DN7098_c1_g3_i1
TRINITY_DN7098_c1_g2_i1,TRINITY_DN7098_c1_g2_i1
TRINITY_DN7098_c1_g1_i1,TRINITY_DN7098_c1_g1_i1
TRINITY_DN7098_c0_g1_i4,TRINITY_DN7098_c0_g1_i4
TRINITY_DN7076_c0_g1_i2,TRINITY_DN7076_c0_g1_i2
TRINITY_DN7033_c0_g1_i2,TRINITY_DN7033_c0_g1_i2
TRINITY_DN7033_c0_g2_i1,TRINITY_DN7033_c0_g2_i1
TRINITY_DN7068_c0_g1_i2,TRINITY_DN7068_c0_g1_i2
TRINITY_DN7067_c0_g1_i1,TRINITY_DN7067_c0_g1_i1
TRINITY_DN7090_c0_g1_i2,TRINITY_DN7090_c0_g1_i2
TRINITY_DN7079_c0_g1_i2,TRINITY_DN7079_c0_g1_i2
TRINITY_DN7088_c1_g1_i1,TRINITY_DN7088_c1_g1_i1
TRINITY_DN7088_c0_g1_i3,TRINITY_DN7088_c0_g1_i3
TRINITY_DN7035_c0_g1_i1,TRINITY_DN7035_c0_g1_i1
TRINITY_DN7043_c4_g1_i2,TRINITY_DN7043_c4_g1_i2
TRINITY_DN7043_c1_g3_i2,TRINITY_DN7043_c1_g3_i2
TRINITY_DN7043_c1_g2_i2,TRINITY_DN7043_c1_g2_i2
TRINITY_DN7043_c1_g1_i1,TRINITY_DN7043_c1_g1_i1
TRINITY_DN7043_c2_g1_i1,TRINITY_DN7043_c2_g1_i1
TRINITY_DN7091_c0_g1_i1,TRINITY_DN7091_c0_g1_i1
TRINITY_DN7081_c0_g1_i4,TRINITY_DN7081_c0_g1_i4
TRINITY_DN7070_c1_g1_i1,TRINITY_DN7070_c1_g1_i1
TRINITY_DN7070_c2_g1_i2,TRINITY_DN7070_c2_g1_i2
TRINITY_DN7070_c0_g1_i1,TRINITY_DN7070_c0_g1_i1
TRINITY_DN7070_c0_g2_i1,TRINITY_DN7070_c0_g2_i1
TRINITY_DN7065_c0_g1_i1,TRINITY_DN7065_c0_g1_i1
TRINITY_DN7036_c0_g1_i1,TRINITY_DN7036_c0_g1_i1
TRINITY_DN7055_c0_g1_i1,TRINITY_DN7055_c0_g1_i1
TRINITY_DN7093_c0_g1_i1,TRINITY_DN7093_c0_g1_i1
TRINITY_DN7092_c0_g1_i2,TRINITY_DN7092_c0_g1_i2
TRINITY_DN7060_c0_g1_i2,TRINITY_DN7060_c0_g1_i2
TRINITY_DN7060_c0_g2_i1,TRINITY_DN7060_c0_g2_i1
TRINITY_DN7046_c0_g1_i1,TRINITY_DN7046_c0_g1_i1
TRINITY_DN7015_c0_g1_i3,TRINITY_DN7015_c0_g1_i3
TRINITY_DN7082_c0_g1_i3,TRINITY_DN7082_c0_g1_i3
TRINITY_DN7001_c1_g1_i1,TRINITY_DN7001_c1_g1_i1
TRINITY_DN7001_c2_g1_i1,TRINITY_DN7001_c2_g1_i1
TRINITY_DN7001_c0_g1_i1,TRINITY_DN7001_c0_g1_i1
TRINITY_DN7063_c0_g1_i1,TRINITY_DN7063_c0_g1_i1
TRINITY_DN7049_c1_g1_i1,TRINITY_DN7049_c1_g1_i1
TRINITY_DN7049_c0_g1_i5,TRINITY_DN7049_c0_g1_i5
TRINITY_DN7032_c0_g1_i2,TRINITY_DN7032_c0_g1_i2
TRINITY_DN7009_c0_g1_i4,TRINITY_DN7009_c0_g1_i4
TRINITY_DN7075_c0_g1_i21,TRINITY_DN7075_c0_g1_i21
TRINITY_DN7075_c0_g2_i2,TRINITY_DN7075_c0_g2_i2
TRINITY_DN7075_c0_g3_i1,TRINITY_DN7075_c0_g3_i1
TRINITY_DN7057_c0_g1_i1,TRINITY_DN7057_c0_g1_i1
TRINITY_DN7010_c1_g1_i1,TRINITY_DN7010_c1_g1_i1
TRINITY_DN7010_c0_g1_i2,TRINITY_DN7010_c0_g1_i2
TRINITY_DN7034_c0_g4_i1,TRINITY_DN7034_c0_g4_i1
TRINITY_DN7034_c0_g1_i1,TRINITY_DN7034_c0_g1_i1
TRINITY_DN7034_c0_g2_i2,TRINITY_DN7034_c0_g2_i2
TRINITY_DN7034_c0_g3_i4,TRINITY_DN7034_c0_g3_i4
TRINITY_DN7030_c0_g1_i1,TRINITY_DN7030_c0_g1_i1
TRINITY_DN7012_c0_g1_i1,TRINITY_DN7012_c0_g1_i1
TRINITY_DN7044_c0_g1_i1,TRINITY_DN7044_c0_g1_i1
TRINITY_DN7064_c0_g1_i4,TRINITY_DN7064_c0_g1_i4
TRINITY_DN7025_c0_g1_i1,TRINITY_DN7025_c0_g1_i1
TRINITY_DN7040_c1_g1_i3,TRINITY_DN7040_c1_g1_i3
TRINITY_DN7040_c0_g1_i9,TRINITY_DN7040_c0_g1_i9
TRINITY_DN7002_c0_g1_i1,TRINITY_DN7002_c0_g1_i1
TRINITY_DN7002_c0_g2_i1,TRINITY_DN7002_c0_g2_i1
TRINITY_DN7002_c0_g3_i1,TRINITY_DN7002_c0_g3_i1
TRINITY_DN7094_c0_g1_i1,TRINITY_DN7094_c0_g1_i1
TRINITY_DN7014_c0_g3_i2,TRINITY_DN7014_c0_g3_i2
TRINITY_DN7073_c0_g1_i1,TRINITY_DN7073_c0_g1_i1
TRINITY_DN7016_c0_g1_i2,TRINITY_DN7016_c0_g1_i2
TRINITY_DN7056_c0_g1_i4,TRINITY_DN7056_c0_g1_i4
TRINITY_DN7069_c0_g1_i1,TRINITY_DN7069_c0_g1_i1
TRINITY_DN7069_c3_g1_i1,TRINITY_DN7069_c3_g1_i1
TRINITY_DN7069_c1_g1_i2,TRINITY_DN7069_c1_g1_i2
TRINITY_DN7007_c0_g2_i2,TRINITY_DN7007_c0_g2_i2
TRINITY_DN7003_c0_g1_i4,TRINITY_DN7003_c0_g1_i4
TRINITY_DN7084_c0_g4_i1,TRINITY_DN7084_c0_g4_i1
TRINITY_DN7084_c0_g2_i7,TRINITY_DN7084_c0_g2_i7
TRINITY_DN7084_c1_g2_i3,TRINITY_DN7084_c1_g2_i3
TRINITY_DN7078_c0_g2_i1,TRINITY_DN7078_c0_g2_i1
TRINITY_DN7051_c0_g1_i1,TRINITY_DN7051_c0_g1_i1
TRINITY_DN7095_c0_g1_i1,TRINITY_DN7095_c0_g1_i1
TRINITY_DN7020_c0_g1_i1,TRINITY_DN7020_c0_g1_i1
TRINITY_DN7017_c0_g1_i1,TRINITY_DN7017_c0_g1_i1
TRINITY_DN7086_c0_g1_i2,TRINITY_DN7086_c0_g1_i2
TRINITY_DN7052_c0_g1_i1,TRINITY_DN7052_c0_g1_i1
TRINITY_DN7045_c0_g1_i1,TRINITY_DN7045_c0_g1_i1
TRINITY_DN7085_c0_g1_i1,TRINITY_DN7085_c0_g1_i1
TRINITY_DN7085_c5_g1_i1,TRINITY_DN7085_c5_g1_i1
TRINITY_DN7085_c4_g1_i1,TRINITY_DN7085_c4_g1_i1
TRINITY_DN7085_c1_g2_i1,TRINITY_DN7085_c1_g2_i1
TRINITY_DN7085_c1_g1_i1,TRINITY_DN7085_c1_g1_i1
TRINITY_DN7085_c2_g1_i5,TRINITY_DN7085_c2_g1_i5
TRINITY_DN7072_c0_g1_i2,TRINITY_DN7072_c0_g1_i2
TRINITY_DN7031_c0_g1_i1,TRINITY_DN7031_c0_g1_i1
TRINITY_DN7097_c0_g1_i2,TRINITY_DN7097_c0_g1_i2
TRINITY_DN7022_c0_g1_i2,TRINITY_DN7022_c0_g1_i2
TRINITY_DN7027_c0_g1_i7,TRINITY_DN7027_c0_g1_i7
TRINITY_DN7089_c1_g1_i3,TRINITY_DN7089_c1_g1_i3
TRINITY_DN7089_c0_g1_i1,TRINITY_DN7089_c0_g1_i1
TRINITY_DN7089_c0_g2_i2,TRINITY_DN7089_c0_g2_i2
TRINITY_DN7038_c1_g1_i2,TRINITY_DN7038_c1_g1_i2
TRINITY_DN7038_c2_g1_i1,TRINITY_DN7038_c2_g1_i1
TRINITY_DN7038_c0_g1_i8,TRINITY_DN7038_c0_g1_i8
TRINITY_DN7080_c0_g1_i1,TRINITY_DN7080_c0_g1_i1
TRINITY_DN7058_c0_g1_i2,TRINITY_DN7058_c0_g1_i2
TRINITY_DN7029_c0_g1_i2,TRINITY_DN7029_c0_g1_i2
TRINITY_DN7047_c0_g1_i1,TRINITY_DN7047_c0_g1_i1
TRINITY_DN7053_c0_g1_i2,TRINITY_DN7053_c0_g1_i2
TRINITY_DN7053_c0_g2_i1,TRINITY_DN7053_c0_g2_i1
TRINITY_DN35279_c0_g1_i1,TRINITY_DN35279_c0_g1_i1
TRINITY_DN35210_c0_g1_i1,TRINITY_DN35210_c0_g1_i1
TRINITY_DN35244_c0_g1_i1,TRINITY_DN35244_c0_g1_i1
TRINITY_DN35288_c0_g1_i1,TRINITY_DN35288_c0_g1_i1
TRINITY_DN35277_c0_g1_i1,TRINITY_DN35277_c0_g1_i1
TRINITY_DN35286_c0_g1_i1,TRINITY_DN35286_c0_g1_i1
TRINITY_DN35243_c0_g1_i1,TRINITY_DN35243_c0_g1_i1
